0.479946468,0.228560201,0.226863425,0.0404841,0.006147863,0.094688842,0.397628986,0.124138988,0,1,1,1
0.460332065,0.200518655,0.24122763,0.046116468,0.007211845,0.088130121,0.369118402,0.110489701,0,1,1,1
0.626740831,0.30896627,0.202071554,0.022467166,0.013839249,0.134592542,0.302539223,0.064208555,0,1,1,1
0.612395968,0.42133162,0.195555963,0.020273119,0.012587947,0.144272169,0.296158968,0.057717667,0,1,1,1
0.682029192,0.386005742,0.156323049,0.018510862,0.002030556,0.017260986,0.638801961,0.440392381,0,1,1,1
0.661201957,0.291497427,0.21480076,0.027844507,0.002536321,0.033936891,0.532333507,0.27280522,0,1,1,1
0.605035339,0.38295707,0.177562282,0.022019654,0.011033186,0.133127581,0.319196954,0.071195899,0,1,1,1
0.663711263,0.412960836,0.175019196,0.022647513,0.003027102,0.042385939,0.503995449,0.234939829,0,1,1,1
0.607210071,0.218007498,0.215590683,0.032349688,0.008826549,0.107552032,0.330389699,0.078128413,0,1,1,1
0.528710635,0.302729907,0.203538633,0.024576406,0.005102614,0.081406988,0.413644879,0.135732652,0,1,1,1
0.513445694,0.335459407,0.222580588,0.025935935,0.004079844,0.036746284,0.475907782,0.229615099,0,1,1,1
0.569152273,0.216494777,0.206482802,0.033021671,0.017802954,0.198310536,0.270325598,0.043399725,0,1,1,1
0.664965915,0.341913998,0.184958282,0.023431414,0.007601472,0.064835254,0.357904441,0.112559749,0,1,1,1
0.454477019,0.208738535,0.232749422,0.041522622,0.085755389,0.436905825,0.150951694,0.005920494,0,1,1,1
0.507757936,0.345927148,0.206140582,0.024955634,0.011913593,0.08948808,0.308689685,0.075029893,0,1,1,1
0.445276233,0.219890106,0.295874201,0.069846078,0.041296708,0.2812892,0.189089612,0.014480526,0,1,1,1
0.690351721,0.365177914,0.189315346,0.017792577,0.009092544,0.123389176,0.333571629,0.078069437,0,1,1,1
0.661118314,0.38208794,0.196057449,0.017850508,0.011834918,0.100216943,0.306740539,0.071351081,0,1,1,1
0.558864121,0.193056926,0.222756237,0.042909123,0.008878998,0.054984476,0.349554577,0.121126212,0,1,1,1
0.607711932,0.192179523,0.190422455,0.034595057,0.01294011,0.123127162,0.302096499,0.065554822,0,1,1,1
0.633850529,0.285879828,0.19298871,0.029557556,0.005293681,0.061503115,0.411124681,0.148013114,0,1,1,1
0.455187989,0.203904138,0.244279324,0.046591294,0.02434419,0.173357904,0.217197417,0.02466375,0,1,1,1
0.727614905,0.355388672,0.158515281,0.024361696,0.070211522,0.403369195,0.163681344,0.008226916,0,1,1,1
